Fiscal_Year,Location,S1: Label a: FY14 Revised Base ,S1: Label b: FSF & TL 09 C4E CTT ,S1: Label c: FSF Over Formula,S2: Label d: FSF Preliminary,S2: Label a: FY14 Revised Base,S2: Label f: Register Change,S2: Label g: Teacher Salary Growth,S2: Label h: New School Foundation,S3: Label i: FY14 FSF at 100%,S3: Foundation  ,S3: Label d - Foundation,S3: Label i - Foundation,S3: Label j: FSF Final%,S4: Label d: FY14 FSF Initial,S4: AC Name: FSF (HS),S4: AC Name: TL09 C4E CTT (HS),S4: AC Name: Funds Over Formula,S5: TL SE Transitional Funding,As_Of_Date
2015,K279,2703252.00,2703252.00,0.00,2446405.68,2703252.00,-256846.32,0.00,0.00,2594768.33,225000.00,2221405.68,2369768.33,0.9374,2446406.00,2446406.00,0.00,0.00,60764.00,05/29/2014
2015,K281,6013454.00,6013454.00,0.00,5854586.02,6013454.00,-158867.98,0.00,0.00,7175105.75,225000.00,5629586.02,6950105.75,0.81,5854586.00,5854586.00,0.00,0.00,0.00,05/29/2014
2015,K282,4739642.00,4739642.00,0.00,4673126.49,4739642.00,-66515.51,0.00,0.00,4818398.69,225000.00,4448126.49,4593398.69,0.9684,4673126.00,4673126.00,0.00,0.00,0.00,05/29/2014
2015,K284,3235686.00,3235686.00,0.00,3252270.13,3235686.00,16584.13,0.00,0.00,3700220.78,225000.00,3027270.13,3475220.78,0.8711,3252270.00,3223575.00,28695.00,0.00,0.00,05/29/2014
2015,K285,4594927.00,4594927.00,0.00,4424300.22,4594927.00,-170626.78,0.00,0.00,5409321.89,225000.00,4199300.22,5184321.89,0.81,4424300.00,4331040.00,93260.00,0.00,51809.00,05/29/2014
2015,K287,1318082.00,1318082.00,0.00,1256272.26,1318082.00,-61809.74,0.00,0.00,1283679.85,225000.00,1031272.26,1058679.85,0.9741,1256273.00,1184535.00,71738.00,0.00,111088.00,05/29/2014
2015,K288,2208190.00,2208190.00,0.00,2216417.56,2208190.00,8227.56,0.00,0.00,2679934.73,225000.00,1991417.56,2454934.73,0.8112,2216418.00,2216418.00,0.00,0.00,113478.00,05/29/2014
2015,K289,2579400.00,2579400.00,0.00,2425594.51,2579400.00,-153805.49,0.00,0.00,2842138.31,225000.00,2200594.51,2617138.31,0.8408,2425595.00,2425595.00,0.00,0.00,218701.00,05/29/2014
2015,K290,2788591.00,2788591.00,0.00,2883853.75,2788591.00,95262.75,0.00,0.00,3434642.35,225000.00,2658853.75,3209642.35,0.8284,2883853.00,2812115.00,71738.00,0.00,0.00,05/29/2014
2015,K291,3229266.00,3229266.00,0.00,2721183.00,3229266.00,-508083.00,0.00,0.00,3306707.08,225000.00,2496183.00,3081707.08,0.81,2721183.00,2649445.00,71738.00,0.00,35770.00,05/29/2014
2015,K292,3871879.00,3871879.00,0.00,3819418.65,3871879.00,-52460.35,0.00,0.00,4662554.03,225000.00,3594418.65,4437554.03,0.81,3819419.00,3819419.00,0.00,0.00,0.00,05/29/2014
2015,K295,2624610.00,2624610.00,0.00,2631662.50,2624610.00,7052.50,0.00,0.00,2969521.87,225000.00,2406662.50,2744521.87,0.8769,2631663.00,2631663.00,0.00,0.00,0.00,05/29/2014
2015,K297,1451549.00,1451549.00,0.00,1421270.29,1451549.00,-30278.71,0.00,0.00,1612701.45,225000.00,1196270.29,1387701.45,0.8621,1421271.00,1349533.00,71738.00,0.00,26340.00,05/29/2014
2015,K298,1413457.00,1413457.00,0.00,1169235.72,1413457.00,-244221.28,0.00,0.00,1390722.98,225000.00,944235.72,1165722.98,0.81,1169236.00,1169236.00,0.00,0.00,63675.00,05/29/2014
2015,K299,2039419.00,2039419.00,0.00,2009358.57,2039419.00,-30060.43,0.00,0.00,2208416.44,225000.00,1784358.57,1983416.44,0.8996,2009359.00,1937621.00,71738.00,0.00,31432.00,05/29/2014
2015,K301,1144513.00,1144513.00,0.00,1013514.92,1144513.00,-130998.08,0.00,0.00,1198474.59,225000.00,788514.92,973474.59,0.81,1013515.00,970472.00,43043.00,0.00,0.00,05/29/2014
2015,K302,3135427.00,3135427.00,0.00,1571249.98,3135427.00,-1564177.02,0.00,0.00,1887036.31,225000.00,1346249.98,1662036.31,0.81,1571250.00,1571250.00,0.00,0.00,19947.00,05/29/2014
2015,K303,3139206.00,3139206.00,0.00,3059299.66,3139206.00,-79906.34,0.00,0.00,3683386.56,225000.00,2834299.66,3458386.56,0.8195,3059299.00,3059299.00,0.00,0.00,94072.00,05/29/2014
2015,K305,1137878.00,1137878.00,0.00,1038962.52,1137878.00,-98915.48,0.00,0.00,1229892.04,225000.00,813962.52,1004892.04,0.81,1038962.00,1031788.00,7174.00,0.00,67131.00,05/29/2014
2015,K306,3514042.00,3514042.00,0.00,3488496.52,3514042.00,-25545.48,0.00,0.00,3795862.58,225000.00,3263496.52,3570862.58,0.9139,3488497.00,3452628.00,35869.00,0.00,14036.00,05/29/2014
2015,K307,1980037.00,1980037.00,0.00,2025429.01,1980037.00,45392.01,0.00,0.00,2170087.96,225000.00,1800429.01,1945087.96,0.9256,2025429.00,2025429.00,0.00,0.00,193825.00,05/29/2014
2015,K308,2612259.00,2612259.00,0.00,2285613.23,2612259.00,-326645.77,0.00,0.00,2697736.17,225000.00,2060613.23,2472736.17,0.8333,2285613.00,2271265.00,14348.00,0.00,41306.00,05/29/2014
2015,K309,1850714.00,1767916.00,82798.00,1753514.17,1850714.00,-97199.83,0.00,0.00,1670716.78,225000.00,1528514.17,1445716.78,1.0573,1753514.00,1598978.00,71738.00,82798.00,20097.00,05/29/2014
2015,K310,2461752.00,2450850.00,10902.00,2917659.83,2461752.00,455907.83,0.00,0.00,2906759.81,225000.00,2692659.83,2681759.81,1.0041,2917659.00,2906757.00,0.00,10902.00,0.00,05/29/2014
2015,K311,1102839.00,1102839.00,0.00,1073893.72,1102839.00,-28945.28,0.00,0.00,1195920.22,225000.00,848893.72,970920.22,0.8743,1073894.00,1073894.00,0.00,0.00,0.00,05/29/2014
2015,K312,4428040.00,4428040.00,0.00,4389150.40,4428040.00,-38889.60,0.00,0.00,4479819.13,225000.00,4164150.40,4254819.13,0.9787,4389151.00,4389151.00,0.00,0.00,60171.00,05/29/2014
2015,K313,871570.00,871570.00,0.00,841382.75,871570.00,-30187.25,0.00,0.00,971880.96,225000.00,616382.75,746880.96,0.8253,841383.00,812688.00,28695.00,0.00,24938.00,05/29/2014
2015,K315,3923770.00,3923770.00,0.00,3882141.57,3923770.00,-41628.43,0.00,0.00,4622847.55,225000.00,3657141.57,4397847.55,0.8316,3882142.00,3882142.00,0.00,0.00,0.00,05/29/2014
2015,K316,1868691.00,1753873.00,114818.00,1894042.38,1868691.00,25351.38,0.00,0.00,1779225.24,225000.00,1669042.38,1554225.24,1.0739,1894042.00,1779224.00,0.00,114818.00,147479.00,05/29/2014
2015,K318,7546943.00,7546943.00,0.00,7685501.97,7546943.00,138558.97,0.00,0.00,9359665.37,225000.00,7460501.97,9134665.37,0.8167,7685502.00,7585069.00,100433.00,0.00,0.00,05/29/2014
2015,K319,785701.00,785701.00,0.00,765849.51,785701.00,-19851.49,0.00,0.00,883076.40,225000.00,540849.51,658076.40,0.8219,765849.00,765849.00,0.00,0.00,0.00,05/29/2014
2015,K321,6319544.00,6319544.00,0.00,6411911.88,6319544.00,92367.88,0.00,0.00,7341083.97,225000.00,6186911.88,7116083.97,0.8694,6411912.00,6411912.00,0.00,0.00,21499.00,05/29/2014
2015,K322,894632.00,894632.00,0.00,824384.00,894632.00,-70248.00,0.00,0.00,888190.69,225000.00,599384.00,663190.69,0.9038,824384.00,824384.00,0.00,0.00,0.00,05/29/2014
2015,K323,2287328.00,2287328.00,0.00,2180345.55,2287328.00,-106982.45,0.00,0.00,2459718.36,225000.00,1955345.55,2234718.36,0.875,2180346.00,2180346.00,0.00,0.00,79481.00,05/29/2014
2015,K325,1131806.00,1131806.00,0.00,1255059.95,1131806.00,123253.95,0.00,0.00,1290799.11,225000.00,1030059.95,1065799.11,0.9665,1255060.00,1255060.00,0.00,0.00,0.00,05/29/2014
2015,K326,1180155.00,1180155.00,0.00,1209400.74,1180155.00,29245.74,0.00,0.00,1426964.33,225000.00,984400.74,1201964.33,0.819,1209401.00,1209401.00,0.00,0.00,0.00,05/29/2014
2015,K327,2915591.00,2915591.00,0.00,2725918.47,2915591.00,-189672.53,0.00,0.00,3312553.83,225000.00,2500918.47,3087553.83,0.81,2725918.00,2725918.00,0.00,0.00,64475.00,05/29/2014
2015,K328,2219629.00,2219629.00,0.00,1896281.17,2219629.00,-323347.83,0.00,0.00,1916921.36,225000.00,1671281.17,1691921.36,0.9878,1896282.00,1896282.00,0.00,0.00,78417.00,05/29/2014
2015,K329,2170917.00,2170917.00,0.00,2044176.65,2170917.00,-126740.35,0.00,0.00,2470896.96,225000.00,1819176.65,2245896.96,0.81,2044177.00,2044177.00,0.00,0.00,67020.00,05/29/2014
2015,K330,711651.00,711651.00,0.00,678324.47,711651.00,-33326.53,0.00,0.00,784660.24,225000.00,453324.47,559660.24,0.81,678325.00,678325.00,0.00,0.00,5179.00,05/29/2014
2015,K334,1192554.00,1192554.00,0.00,1025402.87,1192554.00,-167151.13,0.00,0.00,1213152.25,225000.00,800402.87,988152.25,0.81,1025403.00,1003882.00,21521.00,0.00,60108.00,05/29/2014
2015,K335,2130641.00,2130641.00,0.00,2087029.78,2130641.00,-43611.22,0.00,0.00,2281823.72,225000.00,1862029.78,2056823.72,0.9053,2087030.00,1871816.00,215214.00,0.00,42740.00,05/29/2014
2015,K337,2122377.00,2122377.00,0.00,2114328.90,2122377.00,-8048.10,0.00,0.00,2557504.53,225000.00,1889328.90,2332504.53,0.81,2114329.00,2114329.00,0.00,0.00,0.00,05/29/2014
2015,K340,1074191.00,1074191.00,0.00,1240189.81,1074191.00,165998.81,0.00,0.00,1408967.41,225000.00,1015189.81,1183967.41,0.8574,1240190.00,1240190.00,0.00,0.00,0.00,05/29/2014
2015,K344,2707925.00,2707925.00,0.00,2742944.65,2707925.00,35019.65,0.00,0.00,3224003.48,225000.00,2517944.65,2999003.48,0.8396,2742945.00,2742945.00,0.00,0.00,0.00,05/29/2014
2015,K345,3032363.00,3032363.00,0.00,3024831.76,3032363.00,-7531.24,0.00,0.00,3664190.32,225000.00,2799831.76,3439190.32,0.8141,3024832.00,3024832.00,0.00,0.00,0.00,05/29/2014
2015,K346,2998981.00,2998981.00,0.00,2920142.52,2998981.00,-78838.48,0.00,0.00,3490765.09,225000.00,2695142.52,3265765.09,0.8253,2920143.00,2920143.00,0.00,0.00,51044.00,05/29/2014
2015,K347,2599787.00,2599787.00,0.00,2297443.22,2599787.00,-302343.78,0.00,0.00,2525554.56,225000.00,2072443.22,2300554.56,0.9008,2297443.00,2232879.00,64564.00,0.00,43739.00,05/29/2014
2015,K348,1778066.00,1778066.00,0.00,1778259.92,1778066.00,193.92,0.00,0.00,2092635.57,225000.00,1553259.92,1867635.57,0.8317,1778260.00,1692174.00,86086.00,0.00,0.00,05/29/2014
2015,K349,2304254.00,2304254.00,0.00,2198492.31,2304254.00,-105761.69,0.00,0.00,2599088.26,225000.00,1973492.31,2374088.26,0.8313,2198493.00,2198493.00,0.00,0.00,16623.00,05/29/2014
2015,K350,2248088.00,2248088.00,0.00,2091189.79,2248088.00,-156898.21,0.00,0.00,2497833.06,225000.00,1866189.79,2272833.06,0.8211,2091190.00,2091190.00,0.00,0.00,0.00,05/29/2014
2015,K351,1082258.00,1082258.00,0.00,1440586.30,1082258.00,358328.30,0.00,0.00,1440583.65,225000.00,1215586.30,1215583.65,1,1440586.00,1440586.00,0.00,0.00,0.00,05/29/2014
2015,K352,1889828.00,1889828.00,0.00,1777128.51,1889828.00,-112699.49,0.00,0.00,2141207.59,225000.00,1552128.51,1916207.59,0.81,1777128.00,1705390.00,71738.00,0.00,68546.00,05/29/2014
2015,K353,1561680.00,1561680.00,0.00,1560049.14,1561680.00,-1630.86,0.00,0.00,1838949.52,225000.00,1335049.14,1613949.52,0.8272,1560049.00,1560049.00,0.00,0.00,15481.00,05/29/2014
2015,K354,1572951.00,1572951.00,0.00,1398793.35,1572951.00,-174157.65,0.00,0.00,1674127.24,225000.00,1173793.35,1449127.24,0.81,1398793.00,1398793.00,0.00,0.00,84200.00,05/29/2014
2015,K361,3002725.00,3002725.00,0.00,2949004.12,3002725.00,-53720.88,0.00,0.00,3316723.08,225000.00,2724004.12,3091723.08,0.8811,2949004.00,2949004.00,0.00,0.00,6728.00,05/29/2014
2015,K363,961570.00,961570.00,0.00,1309336.38,961570.00,347766.38,0.00,0.00,1309336.04,225000.00,1084336.38,1084336.04,1,1309336.00,1309336.00,0.00,0.00,0.00,05/29/2014
2015,K364,2001144.00,2001144.00,0.00,1981125.64,2001144.00,-20018.36,0.00,0.00,2382205.93,225000.00,1756125.64,2157205.93,0.8141,1981126.00,1966778.00,14348.00,0.00,12204.00,05/29/2014
2015,K366,2464046.00,2464046.00,0.00,3028076.29,2464046.00,564030.29,0.00,0.00,3112125.80,225000.00,2803076.29,2887125.80,0.9709,3028077.00,3028077.00,0.00,0.00,0.00,05/29/2014
2015,K375,2726692.00,2726692.00,0.00,2684601.63,2726692.00,-42090.37,0.00,0.00,3246907.35,225000.00,2459601.63,3021907.35,0.8139,2684602.00,2684602.00,0.00,0.00,63805.00,05/29/2014
2015,K376,3060827.00,3060827.00,0.00,2906611.10,3060827.00,-154215.90,0.00,0.00,3522770.15,225000.00,2681611.10,3297770.15,0.8132,2906611.00,2906611.00,0.00,0.00,0.00,05/29/2014
2015,K377,2751221.00,2751221.00,0.00,2445809.96,2751221.00,-305411.04,0.00,0.00,2914846.14,225000.00,2220809.96,2689846.14,0.8256,2445810.00,2445810.00,0.00,0.00,113013.00,05/29/2014
2015,K380,2990692.00,2990692.00,0.00,3103321.53,2990692.00,112629.53,0.00,0.00,3747679.38,225000.00,2878321.53,3522679.38,0.8171,3103321.00,3103321.00,0.00,0.00,23601.00,05/29/2014
2015,K381,2423654.00,2299802.00,123852.00,2436087.82,2423654.00,12433.82,0.00,0.00,2312236.23,225000.00,2211087.82,2087236.23,1.0593,2436088.00,2247672.00,64564.00,123852.00,0.00,05/29/2014
2015,K382,2734056.00,2734056.00,0.00,2783207.30,2734056.00,49151.30,0.00,0.00,3317011.04,225000.00,2558207.30,3092011.04,0.8274,2783207.00,2697121.00,86086.00,0.00,0.00,05/29/2014
2015,K383,4370201.00,4370201.00,0.00,4623695.12,4370201.00,253494.12,0.00,0.00,4992771.21,225000.00,4398695.12,4767771.21,0.9226,4623696.00,4623696.00,0.00,0.00,9162.00,05/29/2014
2015,K384,3565225.00,3565225.00,0.00,3595194.23,3565225.00,29969.23,0.00,0.00,4239079.16,225000.00,3370194.23,4014079.16,0.8396,3595194.00,3523456.00,71738.00,0.00,4164.00,05/29/2014
2015,K385,932269.00,932269.00,0.00,817849.84,932269.00,-114419.16,0.00,0.00,956913.11,225000.00,592849.84,731913.11,0.81,817850.00,817850.00,0.00,0.00,125509.00,05/29/2014
2015,K392,1271135.00,1271135.00,0.00,1373206.53,1271135.00,102071.53,0.00,0.00,1596962.31,225000.00,1148206.53,1371962.31,0.8369,1373206.00,1373206.00,0.00,0.00,0.00,05/29/2014
2015,K393,1090562.00,1090562.00,0.00,832675.32,1090562.00,-257886.68,0.00,0.00,975216.08,225000.00,607675.32,750216.08,0.81,832675.00,832675.00,0.00,0.00,0.00,05/29/2014
2015,K394,2780823.00,2780823.00,0.00,2811312.08,2780823.00,30489.08,0.00,0.00,3223964.11,225000.00,2586312.08,2998964.11,0.8624,2811312.00,2753921.00,57391.00,0.00,64105.00,05/29/2014
2015,K397,1890227.00,1890227.00,0.00,1849007.61,1890227.00,-41219.39,0.00,0.00,1971473.64,225000.00,1624007.61,1746473.64,0.9299,1849008.00,1849008.00,0.00,0.00,0.00,05/29/2014
2015,K398,1945583.00,1945583.00,0.00,1941920.26,1945583.00,-3662.74,0.00,0.00,2112125.84,225000.00,1716920.26,1887125.84,0.9098,1941920.00,1870182.00,71738.00,0.00,22522.00,05/29/2014
2015,K399,2330247.00,2330247.00,0.00,2288440.95,2330247.00,-41806.05,0.00,0.00,2641865.93,225000.00,2063440.95,2416865.93,0.8538,2288441.00,2288441.00,0.00,0.00,4256.00,05/29/2014
2015,K401,1462172.00,1462172.00,0.00,1512168.21,1462172.00,49996.21,0.00,0.00,1547369.74,225000.00,1287168.21,1322369.74,0.9734,1512168.00,1512168.00,0.00,0.00,0.00,05/29/2014
2015,K403,2308273.00,2308273.00,0.00,2374724.56,2308273.00,66451.56,0.00,0.00,2809502.88,225000.00,2149724.56,2584502.88,0.8318,2374724.00,2374724.00,0.00,0.00,0.00,05/29/2014
2015,K404,2681443.00,2681443.00,0.00,2969766.06,2681443.00,288323.06,0.00,0.00,3339863.14,225000.00,2744766.06,3114863.14,0.8812,2969766.00,2919549.00,50217.00,0.00,0.00,05/29/2014
2015,K405,16432456.00,16432456.00,0.00,16763098.28,16432456.00,330642.28,0.00,0.00,19139369.06,225000.00,16538098.28,18914369.06,0.8744,16763098.00,16239410.00,523688.00,0.00,0.00,05/29/2014
2015,K408,1774825.00,1774825.00,0.00,1703420.54,1774825.00,-71404.46,0.00,0.00,1887389.82,225000.00,1478420.54,1662389.82,0.8893,1703420.00,1703420.00,0.00,0.00,0.00,05/29/2014
2015,K409,2568494.00,2568494.00,0.00,2814205.87,2568494.00,245711.87,0.00,0.00,2964580.50,225000.00,2589205.87,2739580.50,0.9451,2814206.00,2699425.00,114781.00,0.00,0.00,05/29/2014
2015,K410,11236949.00,11236949.00,0.00,10500993.02,11236949.00,-735955.98,0.00,0.00,12517304.33,225000.00,10275993.02,12292304.33,0.836,10500993.00,10343169.00,157824.00,0.00,0.00,05/29/2014
2015,K412,2250581.00,2250581.00,0.00,2016086.91,2250581.00,-234494.09,0.00,0.00,2436218.96,225000.00,1791086.91,2211218.96,0.81,2016087.00,1951523.00,64564.00,0.00,0.00,05/29/2014
2015,K414,1863606.00,1863606.00,0.00,2562559.99,1863606.00,698953.99,0.00,0.00,2562560.26,225000.00,2337559.99,2337560.26,1,2562560.00,2476474.00,86086.00,0.00,0.00,05/29/2014
2015,K419,3040514.00,3040514.00,0.00,3052008.49,3040514.00,11494.49,0.00,0.00,3194295.04,225000.00,2827008.49,2969295.04,0.9521,3052009.00,3052009.00,0.00,0.00,0.00,05/29/2014
2015,K422,1279359.00,1279359.00,0.00,1739393.45,1279359.00,460034.45,0.00,0.00,1739390.70,225000.00,1514393.45,1514390.70,1,1739394.00,1739394.00,0.00,0.00,0.00,05/29/2014
2015,K423,1774299.00,1774299.00,0.00,2113637.87,1774299.00,339338.87,0.00,0.00,2135940.41,225000.00,1888637.87,1910940.41,0.9883,2113638.00,1998857.00,114781.00,0.00,0.00,05/29/2014
2015,K425,14471253.00,14471253.00,0.00,14560237.96,14471253.00,88984.96,0.00,0.00,17169452.20,225000.00,14335237.96,16944452.20,0.846,14560238.00,14273285.00,286953.00,0.00,0.00,05/29/2014
2015,K429,1940730.00,1940730.00,0.00,1809242.28,1940730.00,-131487.72,0.00,0.00,2102169.70,225000.00,1584242.28,1877169.70,0.844,1809242.00,1694461.00,114781.00,0.00,6351.00,05/29/2014
2015,K430,25341987.00,25341987.00,0.00,25408395.64,25341987.00,66408.64,0.00,0.00,29048257.41,225000.00,25183395.64,28823257.41,0.8737,25408396.00,25408396.00,0.00,0.00,0.00,05/29/2014
2015,K439,2201360.00,2201360.00,0.00,2115515.97,2201360.00,-85844.03,0.00,0.00,2556464.79,225000.00,1890515.97,2331464.79,0.8109,2115516.00,2115516.00,0.00,0.00,0.00,05/29/2014
2015,K442,1466080.00,1466080.00,0.00,1362054.07,1466080.00,-104025.93,0.00,0.00,1628770.40,225000.00,1137054.07,1403770.40,0.81,1362054.00,1362054.00,0.00,0.00,223443.00,05/29/2014
2015,K443,2944791.00,2944791.00,0.00,2909163.77,2944791.00,-35627.23,0.00,0.00,3384899.46,225000.00,2684163.77,3159899.46,0.8494,2909164.00,2866121.00,43043.00,0.00,0.00,05/29/2014
2015,K445,16511315.00,16511315.00,0.00,16772467.27,16511315.00,261152.27,0.00,0.00,19919326.54,225000.00,16547467.27,19694326.54,0.8402,16772467.00,16672034.00,100433.00,0.00,0.00,05/29/2014
2015,K446,1472212.00,1472212.00,0.00,1712146.76,1472212.00,239934.76,0.00,0.00,1712147.90,225000.00,1487146.76,1487147.90,1,1712147.00,1712147.00,0.00,0.00,0.00,05/29/2014
2015,K447,2560425.00,2560425.00,0.00,2607390.63,2560425.00,46965.63,0.00,0.00,2929024.03,225000.00,2382390.63,2704024.03,0.8811,2607390.00,2607390.00,0.00,0.00,0.00,05/29/2014
2015,K448,4558801.00,4558801.00,0.00,4454835.24,4558801.00,-103965.76,0.00,0.00,4799089.13,225000.00,4229835.24,4574089.13,0.9247,4454836.00,4325707.00,129129.00,0.00,0.00,05/29/2014
2015,K449,3382876.00,3366703.00,16173.00,3909161.72,3382876.00,526285.72,0.00,0.00,3892989.54,225000.00,3684161.72,3667989.54,1.0044,3909161.00,3892988.00,0.00,16173.00,0.00,05/29/2014
2015,K452,1759863.00,1759863.00,0.00,1877331.73,1759863.00,117468.73,0.00,0.00,1986925.84,225000.00,1652331.73,1761925.84,0.9378,1877331.00,1805593.00,71738.00,0.00,0.00,05/29/2014
2015,K454,2119569.00,2119569.00,0.00,1961106.93,2119569.00,-158462.07,0.00,0.00,2256442.69,225000.00,1736106.93,2031442.69,0.8546,1961107.00,1925238.00,35869.00,0.00,0.00,05/29/2014
2015,K455,4919181.00,4919181.00,0.00,4132236.50,4919181.00,-786944.50,0.00,0.00,5048749.14,225000.00,3907236.50,4823749.14,0.81,4132236.00,4132236.00,0.00,0.00,0.00,05/29/2014
2015,K462,2088412.00,2088412.00,0.00,1997398.48,2088412.00,-91013.52,0.00,0.00,2336369.11,225000.00,1772398.48,2111369.11,0.8395,1997398.00,1925660.00,71738.00,0.00,0.00,05/29/2014
2015,K463,1583953.00,1583953.00,0.00,1611532.62,1583953.00,27579.62,0.00,0.00,1936768.30,225000.00,1386532.62,1711768.30,0.81,1611533.00,1511100.00,100433.00,0.00,0.00,05/29/2014
2015,K464,2308659.00,2308659.00,0.00,2326762.13,2308659.00,18103.13,0.00,0.00,2676492.36,225000.00,2101762.13,2451492.36,0.8573,2326762.00,2204807.00,121955.00,0.00,0.00,05/29/2014
2015,K468,2904582.00,2904582.00,0.00,2777511.06,2904582.00,-127070.94,0.00,0.00,3163397.13,225000.00,2552511.06,2938397.13,0.8687,2777511.00,2777511.00,0.00,0.00,0.00,05/29/2014
2015,K474,5674965.00,5674965.00,0.00,5646838.02,5674965.00,-28126.98,0.00,0.00,6846524.58,225000.00,5421838.02,6621524.58,0.8188,5646838.00,5632490.00,14348.00,0.00,0.00,05/29/2014
2015,K477,3389451.00,3389451.00,0.00,3474662.97,3389451.00,85211.97,0.00,0.00,4236929.39,225000.00,3249662.97,4011929.39,0.81,3474663.00,3445968.00,28695.00,0.00,0.00,05/29/2014
2015,K478,5217871.00,5217871.00,0.00,5208668.22,5217871.00,-9202.78,0.00,0.00,6029704.11,225000.00,4983668.22,5804704.11,0.8586,5208668.00,5086713.00,121955.00,0.00,0.00,05/29/2014
2015,K483,2389150.00,2389150.00,0.00,2409248.32,2389150.00,20098.32,0.00,0.00,2707470.05,225000.00,2184248.32,2482470.05,0.8799,2409248.00,2237076.00,172172.00,0.00,0.00,05/29/2014
2015,K484,980540.00,980540.00,0.00,965941.99,980540.00,-14598.01,0.00,0.00,1139742.93,225000.00,740941.99,914742.93,0.81,965942.00,965942.00,0.00,0.00,0.00,05/29/2014
2015,K485,6860218.00,6860218.00,0.00,6542065.53,6860218.00,-318152.47,0.00,0.00,7685278.00,225000.00,6317065.53,7460278.00,0.8468,6542066.00,6427285.00,114781.00,0.00,0.00,05/29/2014
2015,K488,2716386.00,2716386.00,0.00,2792913.87,2716386.00,76527.87,0.00,0.00,3251025.64,225000.00,2567913.87,3026025.64,0.8486,2792914.00,2792914.00,0.00,0.00,0.00,05/29/2014
2015,K489,1041406.00,1041406.00,0.00,1024966.29,1041406.00,-16439.71,0.00,0.00,1119356.37,225000.00,799966.29,894356.37,0.8945,1024966.00,1024966.00,0.00,0.00,0.00,05/29/2014
2015,K490,20669240.00,20669240.00,0.00,20788575.13,20669240.00,119335.13,0.00,0.00,25357358.44,225000.00,20563575.13,25132358.44,0.8182,20788575.00,20709663.00,78912.00,0.00,0.00,05/29/2014
2015,K492,2477432.00,2477432.00,0.00,2457123.49,2477432.00,-20308.51,0.00,0.00,2748750.59,225000.00,2232123.49,2523750.59,0.8844,2457124.00,2457124.00,0.00,0.00,0.00,05/29/2014
2015,K493,2109877.00,2109877.00,0.00,1921194.42,2109877.00,-188682.58,0.00,0.00,2319066.59,225000.00,1696194.42,2094066.59,0.81,1921194.00,1842282.00,78912.00,0.00,0.00,05/29/2014
2015,K495,6133695.00,6133695.00,0.00,3990611.11,6133695.00,-2143083.89,0.00,0.00,4387234.25,225000.00,3765611.11,4162234.25,0.9047,3990611.00,3832787.00,157824.00,0.00,0.00,05/29/2014
2015,K497,2877778.00,2877778.00,0.00,2815752.60,2877778.00,-62025.40,0.00,0.00,3118470.40,225000.00,2590752.60,2893470.40,0.8954,2815753.00,2772710.00,43043.00,0.00,4466.00,05/29/2014
2015,K498,2812370.00,2812370.00,0.00,2962997.54,2812370.00,150627.54,0.00,0.00,3470181.29,225000.00,2737997.54,3245181.29,0.8437,2962997.00,2962997.00,0.00,0.00,0.00,05/29/2014
2015,K499,3247335.00,3247335.00,0.00,2960766.09,3247335.00,-286568.91,0.00,0.00,3602488.21,225000.00,2735766.09,3377488.21,0.81,2960766.00,2960766.00,0.00,0.00,0.00,05/29/2014
2015,K502,1884978.00,1884978.00,0.00,1649992.56,1884978.00,-234985.44,0.00,0.00,1970962.80,225000.00,1424992.56,1745962.80,0.8162,1649993.00,1635645.00,14348.00,0.00,0.00,05/29/2014
2015,K503,6153762.00,6153762.00,0.00,6294409.93,6153762.00,140647.93,0.00,0.00,7130255.75,225000.00,6069409.93,6905255.75,0.879,6294410.00,5950067.00,344343.00,0.00,0.00,05/29/2014
2015,K504,2105341.00,2105341.00,0.00,2028353.56,2105341.00,-76987.44,0.00,0.00,2441119.89,225000.00,1803353.56,2216119.89,0.8137,2028353.00,2028353.00,0.00,0.00,0.00,05/29/2014
2015,K505,16092612.00,16092612.00,0.00,15748924.70,16092612.00,-343687.30,0.00,0.00,19033996.82,225000.00,15523924.70,18808996.82,0.8253,15748925.00,15641318.00,107607.00,0.00,0.00,05/29/2014
2015,K506,3823311.00,3823311.00,0.00,3856051.15,3823311.00,32740.15,0.00,0.00,4707779.46,225000.00,3631051.15,4482779.46,0.81,3856051.00,3856051.00,0.00,0.00,0.00,05/29/2014
2015,K507,2236864.00,2236864.00,0.00,2130218.28,2236864.00,-106645.72,0.00,0.00,2574761.67,225000.00,1905218.28,2349761.67,0.8108,2130218.00,2130218.00,0.00,0.00,0.00,05/29/2014
2015,K510,1835897.00,1835897.00,0.00,1758335.16,1835897.00,-77561.84,0.00,0.00,2097676.64,225000.00,1533335.16,1872676.64,0.8188,1758335.00,1650728.00,107607.00,0.00,0.00,05/29/2014
2015,K514,1787578.00,1787578.00,0.00,1939750.04,1787578.00,152172.04,0.00,0.00,2285597.12,225000.00,1714750.04,2060597.12,0.8322,1939750.00,1939750.00,0.00,0.00,0.00,05/29/2014
2015,K516,562222.00,562222.00,0.00,1122262.12,562222.00,560040.12,0.00,0.00,1122261.85,225000.00,897262.12,897261.85,1,1122262.00,1122262.00,0.00,0.00,0.00,05/29/2014
